persona_id,persona_name,age,occupation,residence,income_band,user_id,transaction_id,source,direction,transaction_type,payment_method,transaction_date,day_of_week,transaction_time,category,subcategory,merchant,merchant_id,amount_krw,account_id,card_id,is_fixed,is_recurring,classify_source,confirm_status,exclude_tag,status,memo
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0067,SEED,EXPENSE,CARD,CARD,2026-06-27,토,21:06,교통,택시,서울 택시,M-03,10900,,CARD-DEMO-001,false,false,MODEL,AUTO,NONE,NORMAL,
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0068,SEED,EXPENSE,CARD,CARD,2026-06-28,일,14:33,식비,장보기,동네 마트,M-28,49000,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,월말 장보기
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0069,SEED,EXPENSE,CARD,CARD,2026-06-29,월,09:12,교통,대중교통,서울교통공사,M-07,3350,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,통학·이동
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0070,SEED,EXPENSE,CARD,CARD,2026-06-29,월,13:26,식비,점심,샐러드 가게,M-21,12900,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,평일 점심
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0071,SEED,EXPENSE,CARD,CARD,2026-06-30,화,08:33,교통,대중교통,서울교통공사,M-07,2850,,CARD-DEMO-001,false,false,USER,CONFIRMED,NONE,NORMAL,통학·이동
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0072,SEED,EXPENSE,CARD,CARD,2026-06-30,화,11:32,식비,카페,편의점 커피,M-01,2400,,CARD-DEMO-001,false,false,MODEL,AUTO,NONE,NORMAL,
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0073,SEED,EXPENSE,CARD,CARD,2026-06-30,화,12:30,식비,점심,구내식당,M-10,8900,,CARD-DEMO-001,false,false,MODEL,PENDING,NONE,NORMAL,평일 점심
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0074,SEED,EXPENSE,CARD,CARD,2026-06-30,화,15:27,교육,온라인 강의,온라인 강의 플랫폼,M-29,60000,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,학습 관련 지출
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0075,SEED,EXPENSE,CARD,CARD,2026-07-01,수,08:41,교통,대중교통,서울교통공사,M-07,3150,,CARD-DEMO-001,false,false,MODEL,PENDING,NONE,NORMAL,통학·이동
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0076,SEED,EXPENSE,CARD,CARD,2026-07-02,목,08:46,교통,대중교통,서울교통공사,M-07,2500,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,통학·이동
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0077,SEED,EXPENSE,CARD,CARD,2026-07-02,목,17:46,여가·문화,취미,보드게임 카페,M-30,21600,,CARD-DEMO-001,false,false,MODEL,AUTO,NONE,NORMAL,여가
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0078,SEED,EXPENSE,CARD,CARD,2026-07-03,금,08:26,교통,대중교통,서울교통공사,M-07,2450,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,통학·이동
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0079,SEED,EXPENSE,CARD,CARD,2026-07-03,금,10:46,식비,카페,동네 카페,M-12,4900,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0080,SEED,EXPENSE,CARD,CARD,2026-07-03,금,13:05,식비,점심,분식집,M-14,7100,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,평일 점심
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0081,SEED,EXPENSE,CARD,CARD,2026-07-03,금,19:10,여가·문화,헬스장,동네 헬스장,M-31,55000,,CARD-DEMO-001,true,true,MERCHANT_MAP,AUTO,NONE,NORMAL,월 정기 결제
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0082,SEED,EXPENSE,CARD,CARD,2026-07-04,토,15:13,식비,카페,프랜차이즈 카페,M-11,4700,,CARD-DEMO-001,false,false,MODEL,AUTO,NONE,NORMAL,
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0083,SEED,EXPENSE,CARD,CARD,2026-07-04,토,22:41,교통,택시,카카오T,M-19,22600,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0084,SEED,EXPENSE,CARD,CARD,2026-07-05,일,12:06,식비,카페,프랜차이즈 카페,M-11,4000,,CARD-DEMO-001,false,false,MODEL,AUTO,NONE,NORMAL,
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0085,SEED,EXPENSE,CARD,CARD,2026-07-05,일,19:50,식비,저녁/외식,닭갈비집,M-32,20400,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,저녁 식사
